y,z,b
440,-119.6,-608
440,-117.8,-610
440,-116,-612
440,-114.05,-614
440,-112.1,-616
440,-110.86,-618
440,-110.376,-620
440,-110.63,-622
440,-111.021,-624
440,-111.147,-626
440,-111.005,-628
440,-110.999,-630
440,-111.005,-632
440,-111.147,-634
440,-111.5,-636
440,-112.585,-638
440,-113.67,-640
440,-114.91,-642
440,-116.15,-644
440,-117.8,-646
440,-119.45,-648
440,-122.075,-650
440,-124.7,-652
440,-124.25,-654
440,-123.8,-656
440,-120.835,-658
440,-117.87,-660
440,-115.92,-662
440,-113.97,-664
440,-112.06,-666
440,-112.52,-668
440,-115.838,-670
440,-118.991,-672
440,-121.733,-674
440,-123.782,-676
440,-124.037,-678
440,-122.43,-680
440,-120.184,-682
440,-117.523,-684
440,-114.64,-686
440,-112.058,-688
440,-109.724,-690
440,-107.573,-692
440,-105.649,-694
440,-103.951,-696
440,-102.46,-698
440,-101.112,-700
440,-99.874,-702
440,-98.838,-704
440,-97.946,-706
440,-97.145,-708
440,-96.474,-710
440,-95.932,-712
440,-95.51,-714
440,-95.227,-716
440,-95.07,-718
440,-95.016,-720
440,-95.067,-722
440,-95.233,-724
440,-95.536,-726
440,-95.955,-728
440,-96.483,-730
440,-97.111,-732
440,-97.893,-734
440,-98.823,-736
440,-99.891,-738
440,-101.12,-740
440,-102.484,-742
440,-103.97,-744
440,-105.705,-746
440,-107.6,-748
440,-109.649,-750
440,-111.973,-752
440,-114.582,-754
440,-117.466,-756
440,-120.594,-758
440,-124.129,-760
440,-127.613,-762
440,-130.641,-764
440,-132.829,-766
440,-132.9,-768
440,-131.04,-770
440,-128.425,-772
440,-125.405,-774
440,-122.297,-776
440,-119.56,-778
440,-117.8,-780
440,-119.225,-782
440,-120.65,-784
440,-118.7,-786
440,-116.75,-788
440,-114.085,-790
440,-111.42,-792
440,-109.695,-794
440,-108.132,-796
440,-109.178,-798
440,-110.38,-800
440,-110.632,-802
440,-111.022,-804
440,-111.147,-806
440,-111.005,-808
440,-110.999,-810
440,-111.005,-812
440,-111.147,-814
440,-111.022,-816
440,-110.632,-818
440,-110.38,-820
440,-111.275,-822
440,-112.4,-824
440,-113.635,-826
440,-114.87,-828
440,-116.485,-830
440,-118.1,-832
440,-117.835,-834
440,-117.57,-836
440,-116.035,-838
440,-117.039,-840
440,-119.559,-842
440,-122.296,-844
440,-125.407,-846
440,-128.428,-848
440,-131.039,-850
440,-132.9,-852
440,-132.829,-854
440,-130.643,-856
440,-127.616,-858
440,-124.131,-860
440,-120.593,-862
440,-117.466,-864
440,-114.582,-866
440,-111.976,-868
440,-109.66,-870
440,-107.604,-872
440,-105.706,-874
440,-103.973,-876
440,-102.493,-878
440,-101.133,-880
440,-99.904,-882
440,-98.832,-884
440,-97.898,-886
440,-97.115,-888
440,-96.485,-890
440,-95.956,-892
440,-95.533,-894
440,-95.222,-896
440,-95.063,-898
440,-95.02,-900
440,-95.078,-902
440,-95.225,-904
440,-95.5,-906
440,-95.919,-908
440,-96.462,-910
440,-97.134,-912
440,-97.938,-914
440,-98.831,-916
440,-99.869,-918
440,-101.11,-920
440,-102.46,-922
440,-103.953,-924
440,-105.65,-926
440,-107.573,-928
440,-109.724,-930
440,-112.058,-932
440,-114.641,-934
440,-117.528,-936
440,-120.188,-938
440,-122.429,-940
440,-124.037,-942
440,-123.783,-944
440,-121.735,-946
440,-118.992,-948
440,-115.838,-950
440,-112.521,-952
440,-110.26,-954
440,-111.95,-956
440,-114.35,-958
440,-116.75,-960
440,-119.41,-962
440,-122.07,-964
440,-120.835,-966
440,-119.6,-968
440,-117.8,-970
440,-116,-972
440,-114.05,-974
440,-112.1,-976
440,-110.86,-978
440,-110.376,-980
440,-110.63,-982
440,-111.021,-984
440,-111.147,-986
440,-111.005,-988
440,-110.999,-990
440,-111.005,-992
440,-111.147,-994
440,-111.5,-996
440,-112.585,-998
440,-113.67,-1000
440,-114.91,-1002
440,-116.15,-1004
440,-117.8,-1006
440,-119.45,-1008
440,-122.075,-1010
440,-124.7,-1012
440,-124.25,-1014
440,-123.8,-1016
440,-120.835,-1018
440,-117.87,-1020
440,-115.92,-1022
440,-113.97,-1024
440,-112.06,-1026
440,-112.52,-1028
440,-115.838,-1030
440,-118.991,-1032
440,-121.733,-1034
440,-123.782,-1036
440,-124.037,-1038
440,-122.43,-1040
440,-120.184,-1042
440,-117.523,-1044
440,-114.64,-1046
440,-112.058,-1048
440,-109.724,-1050
440,-107.573,-1052
440,-105.649,-1054
440,-103.951,-1056
440,-102.46,-1058
440,-101.112,-1060
440,-99.874,-1062
440,-98.838,-1064
440,-97.946,-1066
440,-97.145,-1068
440,-96.474,-1070
440,-95.932,-1072
440,-95.51,-1074
440,-95.227,-1076
440,-95.07,-1078
440,-95.016,-1080
440,-95.067,-1082
439.958,-95.233,-1084
439.917,-95.536,-1086
439.875,-95.955,-1088
439.833,-96.483,-1090
439.792,-97.111,-1092
439.75,-97.892,-1094
439.708,-98.823,-1096
439.667,-99.892,-1098
439.625,-101.12,-1100
439.583,-102.484,-1102
439.542,-103.97,-1104
439.5,-105.704,-1106
439.458,-107.6,-1108
439.417,-109.649,-1110
439.375,-111.972,-1112
439.333,-114.582,-1114
439.292,-117.466,-1116
439.25,-120.593,-1118
439.208,-124.129,-1120
439.167,-127.612,-1122
439.125,-130.641,-1124
439.083,-132.829,-1126
439.042,-132.9,-1128
439,-131.039,-1130
438.958,-128.428,-1132
438.917,-125.407,-1134
438.875,-122.296,-1136
438.833,-119.559,-1138
438.792,-117.762,-1140
438.75,-119.188,-1142
438.708,-120.614,-1144
438.667,-118.669,-1146
438.625,-116.724,-1148
438.583,-114.061,-1150
438.542,-111.397,-1152
438.5,-109.672,-1154
438.458,-107.947,-1156
438.417,-109.052,-1158
438.375,-110.381,-1160
438.333,-110.634,-1162
438.292,-111.023,-1164
438.25,-111.148,-1166
438.208,-111.006,-1168
438.167,-111,-1170
438.125,-111.006,-1172
438.083,-111.148,-1174
438.042,-111.023,-1176
438,-110.634,-1178
437.958,-110.381,-1180
437.917,-111.232,-1182
437.875,-112.356,-1184
437.833,-113.592,-1186
437.792,-114.828,-1188
437.75,-116.444,-1190
437.708,-118.06,-1192
437.667,-117.79,-1194
437.625,-117.52,-1196
437.583,-115.981,-1198
437.542,-117.039,-1200
437.5,-119.559,-1202
437.458,-122.296,-1204
437.417,-125.407,-1206
437.375,-128.428,-1208
437.333,-131.039,-1210
437.292,-132.899,-1212
437.25,-132.828,-1214
437.208,-130.642,-1216
437.167,-127.62,-1218
437.125,-124.135,-1220
437.083,-120.593,-1222
437.042,-117.465,-1224
437,-114.581,-1226
436.958,-111.975,-1228
436.917,-109.657,-1230
436.875,-107.601,-1232
436.833,-105.7,-1234
436.792,-103.964,-1236
436.75,-102.483,-1238
436.708,-101.121,-1240
436.667,-99.892,-1242
436.625,-98.822,-1244
436.583,-97.89,-1246
436.542,-97.109,-1248
436.5,-96.482,-1250
436.458,-95.954,-1252
436.417,-95.535,-1254
436.375,-95.233,-1256
436.333,-95.067,-1258
436.292,-95.019,-1260
436.25,-95.078,-1262
436.208,-95.224,-1264
436.167,-95.499,-1266
436.125,-95.919,-1268
436.083,-96.461,-1270
436.042,-97.134,-1272
436,-97.937,-1274
435.958,-98.83,-1276
435.917,-99.868,-1278
435.875,-101.109,-1280
435.833,-102.459,-1282
435.792,-103.952,-1284
435.75,-105.649,-1286
435.708,-107.572,-1288
435.667,-109.724,-1290
435.625,-112.058,-1292
435.583,-114.64,-1294
435.542,-117.526,-1296
435.5,-120.185,-1298
435.458,-122.428,-1300
435.417,-124.036,-1302
435.375,-123.782,-1304
435.333,-121.732,-1306
435.292,-118.99,-1308
435.25,-115.837,-1310
435.208,-112.52,-1312
435.167,-110.108,-1314
435.125,-111.796,-1316
435.083,-114.192,-1318
435.042,-116.588,-1320
435,-119.247,-1322
434.958,-121.907,-1324
434.917,-120.675,-1326
434.875,-119.443,-1328
434.833,-117.641,-1330
434.792,-115.838,-1332
434.75,-113.889,-1334
434.708,-111.94,-1336
434.667,-110.701,-1338
434.625,-109.462,-1340
434.583,-109.661,-1342
434.542,-110.692,-1344
434.5,-111.148,-1346
434.458,-111.006,-1348
434.417,-111,-1350
434.375,-111.006,-1352
434.333,-111.148,-1354
434.292,-111.304,-1356
434.25,-112.384,-1358
434.208,-113.464,-1360
434.167,-114.701,-1362
434.125,-115.938,-1364
434.083,-117.587,-1366
434.042,-119.235,-1368
434,-121.851,-1370
433.958,-124.467,-1372
433.917,-124.008,-1374
433.875,-123.55,-1376
433.833,-120.588,-1378
433.792,-117.626,-1380
433.75,-115.679,-1382
433.708,-113.731,-1384
433.667,-111.83,-1386
433.625,-112.52,-1388
433.583,-115.837,-1390
433.542,-118.99,-1392
433.5,-121.732,-1394
433.458,-123.782,-1396
433.417,-124.036,-1398
433.375,-122.428,-1400
433.333,-120.186,-1402
433.292,-117.527,-1404
433.25,-114.64,-1406
433.208,-112.058,-1408
433.167,-109.724,-1410
433.125,-107.572,-1412
433.083,-105.646,-1414
433.042,-103.944,-1416
433,-102.455,-1418
432.958,-101.107,-1420
432.917,-99.861,-1422
432.875,-98.827,-1424
432.833,-97.938,-1426
432.792,-97.133,-1428
432.75,-96.463,-1430
432.708,-95.923,-1432
432.667,-95.503,-1434
432.625,-95.226,-1436
432.583,-95.077,-1438
432.542,-95.018,-1440
432.5,-95.066,-1442
432.458,-95.229,-1444
432.417,-95.534,-1446
432.375,-95.952,-1448
432.333,-96.478,-1450
432.292,-97.11,-1452
432.25,-97.893,-1454
432.208,-98.823,-1456
432.167,-99.887,-1458
432.125,-101.116,-1460
432.083,-102.481,-1462
432.042,-103.966,-1464
432,-105.702,-1466
431.958,-107.599,-1468
431.917,-109.649,-1470
431.875,-111.972,-1472
431.833,-114.582,-1474
431.792,-117.466,-1476
431.75,-120.593,-1478
431.708,-124.133,-1480
431.667,-127.618,-1482
431.625,-130.642,-1484
431.583,-132.829,-1486
431.542,-132.899,-1488
431.5,-131.039,-1490
431.458,-128.426,-1492
431.417,-125.406,-1494
431.375,-122.296,-1496
431.333,-119.559,-1498
431.292,-117.529,-1500
431.25,-118.968,-1502
431.208,-120.407,-1504
431.167,-118.495,-1506
431.125,-116.584,-1508
431.083,-113.932,-1510
431.042,-111.281,-1512
431,-109.559,-1514
430.958,-107.837,-1516
430.917,-108.439,-1518
430.875,-110.381,-1520
430.833,-110.634,-1522
430.792,-111.023,-1524
430.75,-111.148,-1526
430.708,-111.006,-1528
430.667,-111,-1530
430.625,-111.006,-1532
430.583,-111.148,-1534
430.542,-111.023,-1536
430.5,-110.634,-1538
430.458,-110.381,-1540
430.417,-111.075,-1542
430.375,-112.202,-1544
430.333,-113.444,-1546
430.292,-114.687,-1548
430.25,-116.309,-1550
430.208,-117.931,-1552
430.167,-117.647,-1554
430.125,-117.363,-1556
430.083,-115.812,-1558
430.042,-117.039,-1560
430,-119.559,-1562
429.958,-122.296,-1564
429.917,-125.407,-1566
429.875,-128.428,-1568
429.833,-131.039,-1570
429.792,-132.899,-1572
429.75,-132.828,-1574
429.708,-130.642,-1576
429.667,-127.621,-1578
429.625,-124.135,-1580
429.583,-120.593,-1582
429.542,-117.465,-1584
429.5,-114.581,-1586
429.458,-111.975,-1588
429.417,-109.657,-1590
429.375,-107.602,-1592
429.333,-105.703,-1594
429.292,-103.969,-1596
429.25,-102.484,-1598
429.208,-101.121,-1600
429.167,-99.892,-1602
429.125,-98.818,-1604
429.083,-97.887,-1606
429.042,-97.108,-1608
429,-96.482,-1610
428.958,-95.954,-1612
428.917,-95.535,-1614
428.875,-95.231,-1616
428.833,-95.066,-1618
428.792,-95.018,-1620
428.75,-95.076,-1622
428.708,-95.224,-1624
428.667,-95.499,-1626
428.625,-95.919,-1628
428.583,-96.461,-1630
428.542,-97.134,-1632
428.5,-97.937,-1634
428.458,-98.83,-1636
428.417,-99.868,-1638
428.375,-101.109,-1640
428.333,-102.459,-1642
428.292,-103.952,-1644
428.25,-105.649,-1646
428.208,-107.572,-1648
428.167,-109.724,-1650
428.125,-112.058,-1652
428.083,-114.641,-1654
428.042,-117.529,-1656
428,-120.188,-1658
427.958,-122.429,-1660
427.917,-124.036,-1662
427.875,-123.782,-1664
427.833,-121.732,-1666
427.792,-118.99,-1668
427.75,-115.837,-1670
427.708,-112.52,-1672
427.667,-109.873,-1674
427.625,-111.558,-1676
427.583,-113.951,-1678
427.542,-116.343,-1680
427.5,-119.003,-1682
427.458,-121.663,-1684
427.417,-120.439,-1686
427.375,-119.214,-1688
427.333,-117.409,-1690
427.292,-115.604,-1692
427.25,-113.658,-1694
427.208,-111.712,-1696
427.167,-110.477,-1698
427.125,-109.243,-1700
427.083,-109.079,-1702
427.042,-110.224,-1704
427,-111.148,-1706
426.958,-111.006,-1708
426.917,-111,-1710
426.875,-111.006,-1712
426.833,-111.148,-1714
426.792,-111.047,-1716
426.75,-112.122,-1718
426.708,-113.196,-1720
426.667,-114.432,-1722
426.625,-115.668,-1724
426.583,-117.316,-1726
426.542,-118.964,-1728
426.5,-121.57,-1730
426.458,-124.177,-1732
426.417,-123.71,-1734
426.375,-123.243,-1736
426.333,-120.288,-1738
426.292,-117.332,-1740
426.25,-115.389,-1742
426.208,-113.446,-1744
426.167,-111.557,-1746
426.125,-112.52,-1748
426.083,-115.837,-1750
426.042,-118.99,-1752
426,-121.732,-1754
425.958,-123.782,-1756
425.917,-124.036,-1758
425.875,-122.428,-1760
425.833,-120.18,-1762
425.792,-117.519,-1764
425.75,-114.639,-1766
425.708,-112.058,-1768
425.667,-109.724,-1770
425.625,-107.572,-1772
425.583,-105.647,-1774
425.542,-103.946,-1776
425.5,-102.456,-1778
425.458,-101.109,-1780
425.417,-99.867,-1782
425.375,-98.829,-1784
425.333,-97.937,-1786
425.292,-97.133,-1788
425.25,-96.461,-1790
425.208,-95.919,-1792
425.167,-95.499,-1794
425.125,-95.224,-1796
425.083,-95.077,-1798
425.042,-95.019,-1800
425,-95.063,-1802
424.958,-95.222,-1804
424.917,-95.532,-1806
424.875,-95.954,-1808
424.833,-96.482,-1810
424.792,-97.11,-1812
424.75,-97.892,-1814
424.708,-98.823,-1816
424.667,-99.889,-1818
424.625,-101.117,-1820
424.583,-102.483,-1822
424.542,-103.97,-1824
424.5,-105.704,-1826
424.458,-107.599,-1828
424.417,-109.649,-1830
424.375,-111.972,-1832
424.333,-114.582,-1834
424.292,-117.466,-1836
424.25,-120.593,-1838
424.208,-124.129,-1840
424.167,-127.612,-1842
424.125,-130.641,-1844
424.083,-132.829,-1846
424.042,-132.899,-1848
424,-131.038,-1850
423.958,-128.423,-1852
423.917,-125.403,-1854
423.875,-122.296,-1856
423.833,-119.559,-1858
423.792,-117.295,-1860
423.75,-118.747,-1862
423.708,-120.199,-1864
423.667,-118.321,-1866
423.625,-116.443,-1868
423.583,-113.804,-1870
423.542,-111.165,-1872
423.5,-109.445,-1874
423.458,-107.726,-1876
423.417,-107.816,-1878
423.375,-110.381,-1880
423.333,-110.634,-1882
423.292,-111.023,-1884
423.25,-111.148,-1886
423.208,-111.006,-1888
423.167,-111,-1890
423.125,-111.006,-1892
423.083,-111.148,-1894
423.042,-111.023,-1896
423,-110.634,-1898
422.958,-110.381,-1900
422.917,-110.918,-1902
422.875,-112.047,-1904
422.833,-113.296,-1906
422.792,-114.545,-1908
422.75,-116.173,-1910
422.708,-117.802,-1912
422.667,-117.504,-1914
422.625,-117.205,-1916
422.583,-115.642,-1918
422.542,-117.039,-1920
422.5,-119.559,-1922
422.458,-122.296,-1924
422.417,-125.407,-1926
422.375,-128.428,-1928
422.333,-131.039,-1930
422.292,-132.899,-1932
422.25,-132.828,-1934
422.208,-130.642,-1936
422.167,-127.621,-1938
422.125,-124.135,-1940
422.083,-120.593,-1942
422.042,-117.465,-1944
422,-114.581,-1946
421.958,-111.975,-1948
421.917,-109.657,-1950
421.875,-107.601,-1952
421.833,-105.701,-1954
421.792,-103.965,-1956
421.75,-102.482,-1958
421.708,-101.118,-1960
421.667,-99.888,-1962
421.625,-98.821,-1964
421.583,-97.891,-1966
421.542,-97.11,-1968
421.5,-96.483,-1970
421.458,-95.954,-1972
421.417,-95.533,-1974
421.375,-95.224,-1976
421.333,-95.063,-1978
421.292,-95.016,-1980
421.25,-95.07,-1982
421.208,-95.221,-1984
421.167,-95.5,-1986
421.125,-95.919,-1988
421.083,-96.461,-1990
421.042,-97.134,-1992
421,-97.937,-1994
420.958,-98.83,-1996
420.917,-99.868,-1998
420.875,-101.109,-2000
420.833,-102.459,-2002
420.792,-103.952,-2004
420.75,-105.649,-2006
420.708,-107.572,-2008
420.667,-109.724,-2010
420.625,-112.058,-2012
420.583,-114.64,-2014
420.542,-117.525,-2016
420.5,-120.185,-2018
420.458,-122.428,-2020
420.417,-124.036,-2022
420.375,-123.782,-2024
420.333,-121.732,-2026
420.292,-118.99,-2028
420.25,-115.837,-2030
420.208,-112.52,-2032
420.167,-109.638,-2034
420.125,-111.32,-2036
420.083,-113.709,-2038
420.042,-116.098,-2040
420,-118.759,-2042
419.958,-121.42,-2044
419.917,-120.203,-2046
419.875,-118.985,-2048
419.833,-117.178,-2050
419.792,-115.37,-2052
419.75,-113.428,-2054
419.708,-111.485,-2056
419.667,-110.254,-2058
419.625,-109.023,-2060
419.583,-108.853,-2062
419.542,-109.74,-2064
419.5,-111.148,-2066
419.458,-111.006,-2068
419.417,-111,-2070
419.375,-111.006,-2072
419.333,-111.148,-2074
419.292,-111.023,-2076
419.25,-111.86,-2078
419.208,-112.929,-2080
419.167,-114.164,-2082
419.125,-115.398,-2084
419.083,-117.045,-2086
419.042,-118.693,-2088
419,-121.29,-2090
418.958,-123.887,-2092
418.917,-123.412,-2094
418.875,-122.937,-2096
418.833,-119.987,-2098
418.792,-117.038,-2100
418.75,-115.099,-2102
418.708,-113.161,-2104
418.667,-111.284,-2106
418.625,-112.52,-2108
418.583,-115.837,-2110
418.542,-118.99,-2112
418.5,-121.732,-2114
418.458,-123.782,-2116
418.417,-124.036,-2118
418.375,-122.428,-2120
418.333,-120.18,-2122
418.292,-117.518,-2124
418.25,-114.639,-2126
418.208,-112.058,-2128
418.167,-109.724,-2130
418.125,-107.572,-2132
418.083,-105.649,-2134
418.042,-103.952,-2136
418,-102.459,-2138
417.958,-101.108,-2140
417.917,-99.865,-2142
417.875,-98.829,-2144
417.833,-97.938,-2146
417.792,-97.134,-2148
417.75,-96.463,-2150
417.708,-95.923,-2152
417.667,-95.502,-2154
417.625,-95.226,-2156
417.583,-95.077,-2158
417.542,-95.019,-2160
417.5,-95.063,-2162
417.458,-95.222,-2164
417.417,-95.532,-2166
417.375,-95.955,-2168
417.333,-96.483,-2170
417.292,-97.11,-2172
417.25,-97.892,-2174
417.208,-98.823,-2176
417.167,-99.892,-2178
417.125,-101.121,-2180
417.083,-102.484,-2182
417.042,-103.97,-2184
417,-105.704,-2186
416.958,-107.599,-2188
416.917,-109.649,-2190
416.875,-111.972,-2192
416.833,-114.582,-2194
416.792,-117.466,-2196
416.75,-120.593,-2198
416.708,-124.129,-2200
416.667,-127.612,-2202
416.625,-130.641,-2204
416.583,-132.829,-2206
416.542,-132.9,-2208
416.5,-131.038,-2210
416.458,-128.425,-2212
416.417,-125.405,-2214
416.375,-122.296,-2216
416.333,-119.559,-2218
416.292,-117.061,-2220
416.25,-118.526,-2222
416.208,-119.991,-2224
416.167,-118.147,-2226
416.125,-116.302,-2228
416.083,-113.675,-2230
416.042,-111.048,-2232
416,-109.332,-2234
415.958,-107.615,-2236
415.917,-107.32,-2238
415.875,-110.381,-2240
415.833,-110.634,-2242
415.792,-111.023,-2244
415.75,-111.148,-2246
415.708,-111.006,-2248
415.667,-111,-2250
415.625,-111.006,-2252
415.583,-111.148,-2254
415.542,-111.023,-2256
415.5,-110.634,-2258
415.458,-110.381,-2260
415.417,-110.762,-2262
415.375,-111.892,-2264
415.333,-113.148,-2266
415.292,-114.404,-2268
415.25,-116.038,-2270
415.208,-117.672,-2272
415.167,-117.36,-2274
415.125,-117.048,-2276
415.083,-115.473,-2278
415.042,-117.039,-2280
415,-119.559,-2282
414.958,-122.297,-2284
414.917,-125.409,-2286
414.875,-128.43,-2288
414.833,-131.042,-2290
414.792,-132.903,-2292
414.75,-132.832,-2294
414.708,-130.646,-2296
414.667,-127.618,-2298
414.625,-124.134,-2300
414.583,-120.597,-2302
414.542,-117.47,-2304
414.5,-114.586,-2306
414.458,-111.98,-2308
414.417,-109.663,-2310
414.375,-107.607,-2312
414.333,-105.705,-2314
414.292,-103.969,-2316
414.25,-102.487,-2318
414.208,-101.124,-2320
414.167,-99.895,-2322
414.125,-98.831,-2324
414.083,-97.901,-2326
414.042,-97.119,-2328
414,-96.491,-2330
413.958,-95.962,-2332
413.917,-95.541,-2334
413.875,-95.234,-2336
413.833,-95.071,-2338
413.792,-95.023,-2340
413.75,-95.08,-2342
413.708,-95.228,-2344
413.667,-95.504,-2346
413.625,-95.923,-2348
413.583,-96.466,-2350
413.542,-97.137,-2352
413.5,-97.941,-2354
413.458,-98.833,-2356
413.417,-99.87,-2358
413.375,-101.111,-2360
413.333,-102.461,-2362
413.292,-103.953,-2364
413.25,-105.65,-2366
413.208,-107.572,-2368
413.167,-109.724,-2370
413.125,-112.057,-2372
413.083,-114.637,-2374
413.042,-117.517,-2376
413,-120.176,-2378
412.958,-122.418,-2380
412.917,-124.025,-2382
412.875,-123.766,-2384
412.833,-121.708,-2386
412.792,-118.964,-2388
412.75,-115.808,-2390
412.708,-112.487,-2392
412.667,-109.572,-2394
412.625,-111.083,-2396
412.583,-113.468,-2398
412.542,-115.853,-2400
412.5,-118.515,-2402
412.458,-121.177,-2404
412.417,-119.967,-2406
412.375,-118.756,-2408
